measurement_name	peak_intensity	MF
AO_high^SPE_1_Segment14	90807.4	C17H17O7N1S0
AO_high^SPE_1_Segment14	172247.8	C14H21O9N1S0
AO_high^SPE_1_Segment14	153848.2	C18H21O6N1S0
AO_high^SPE_1_Segment14	82216.6	C15H25O8N1S0
AO_high^SPE_1_Segment14	87768.9	C19H25O5N1S0
AO_high^SPE_1_Segment14	80254.6	C16H15O8N1S0
AO_high^SPE_1_Segment14	177503.3	C17H19O7N1S0
AO_high^SPE_1_Segment14	82175.7	C14H23O9N1S0
AO_high^SPE_1_Segment14	223744	C18H23O6N1S0
AO_high^SPE_1_Segment14	72288.8	C19H27O5N1S0
AO_high^SPE_1_Segment14	106101.8	C16H17O8N1S0
AO_high^SPE_1_Segment14	307622.5	C17H21O7N1S0
AO_high^SPE_1_Segment14	65950.9	C14H25O9N1S0
AO_high^SPE_1_Segment14	247847.2	C18H25O6N1S0
AO_high^SPE_1_Segment14	64579.3	C18H11O7N1S0
AO_high^SPE_1_Segment14	174892.4	C16H19O8N1S0
AO_high^SPE_1_Segment14	423629.1	C17H23O7N1S0
AO_high^SPE_1_Segment14	86205.8	C18H27O6N1S0
AO_high^SPE_1_Segment14	71713.7	C15H17O9N1S0
AO_high^SPE_1_Segment14	303602.3	C16H21O8N1S0
AO_high^SPE_1_Segment14	286963	C17H25O7N1S0
AO_high^SPE_1_Segment14	128423	C15H19O9N1S0
AO_high^SPE_1_Segment14	313367.7	C16H23O8N1S0
AO_high^SPE_1_Segment14	103688.4	C17H27O7N1S0
AO_high^SPE_1_Segment14	67049	C18H31O6N1S0
AO_high^SPE_1_Segment14	66443.1	C14H17O10N1S0
AO_high^SPE_1_Segment14	74539.4	C18H17O7N1S0
AO_high^SPE_1_Segment14	243515.8	C15H21O9N1S0
AO_high^SPE_1_Segment14	131852.1	C19H21O6N1S0
AO_high^SPE_1_Segment14	125404.5	C16H25O8N1S0
AO_high^SPE_1_Segment14	73879	C17H15O8N1S0
AO_high^SPE_1_Segment14	69983.4	C14H19O10N1S0
AO_high^SPE_1_Segment14	115279.7	C18H19O7N1S0
AO_high^SPE_1_Segment14	211264	C15H23O9N1S0
AO_high^SPE_1_Segment14	168704.3	C19H23O6N1S0
AO_high^SPE_1_Segment14	71048.7	C16H27O8N1S0
AO_high^SPE_1_Segment14	96242.7	C17H17O8N1S0
AO_high^SPE_1_Segment14	105779.1	C14H21O10N1S0
AO_high^SPE_1_Segment14	235875.4	C18H21O7N1S0
AO_high^SPE_1_Segment14	103811.8	C15H25O9N1S0
AO_high^SPE_1_Segment14	183204	C19H25O6N1S0
AO_high^SPE_1_Segment14	69797.3	C16H15O9N1S0
AO_high^SPE_1_Segment14	152262	C17H19O8N1S0
AO_high^SPE_1_Segment14	78054.3	C14H23O10N1S0
AO_high^SPE_1_Segment14	397542.6	C18H23O7N1S0
AO_high^SPE_1_Segment14	190023.2	C19H27O6N1S0
AO_high^SPE_1_Segment14	66208.1	C16H17O9N1S0
AO_high^SPE_1_Segment14	305864.8	C17H21O8N1S0
AO_high^SPE_1_Segment14	429705.4	C18H25O7N1S0
AO_high^SPE_1_Segment14	73778	C19H29O6N1S0
AO_high^SPE_1_Segment14	119722.5	C16H19O9N1S0
AO_high^SPE_1_Segment14	418091.1	C17H23O8N1S0
AO_high^SPE_1_Segment14	173515.7	C18H27O7N1S0
AO_high^SPE_1_Segment14	67323.8	C15H17O10N1S0
AO_high^SPE_1_Segment14	261132.4	C16H21O9N1S0
AO_high^SPE_1_Segment14	272205	C17H25O8N1S0
AO_high^SPE_1_Segment14	71277.6	C18H29O7N1S0
AO_high^SPE_1_Segment14	71925	C18H15O8N1S0
AO_high^SPE_1_Segment14	112317.3	C15H19O10N1S0
AO_high^SPE_1_Segment14	297325.9	C16H23O9N1S0
AO_high^SPE_1_Segment14	97438.2	C20H23O6N1S0
AO_high^SPE_1_Segment14	68214.2	C18H17O8N1S0
AO_high^SPE_1_Segment14	173294.5	C15H21O10N1S0
AO_high^SPE_1_Segment14	147694.8	C19H21O7N1S0
AO_high^SPE_1_Segment14	174191.1	C16H25O9N1S0
AO_high^SPE_1_Segment14	117791.4	C20H25O6N1S0
AO_high^SPE_1_Segment14	111455.1	C18H19O8N1S0
AO_high^SPE_1_Segment14	140751.4	C15H23O10N1S0
AO_high^SPE_1_Segment14	299055.7	C19H23O7N1S0
AO_high^SPE_1_Segment14	89184	C16H27O9N1S0
AO_high^SPE_1_Segment14	135408.3	C20H27O6N1S0
AO_high^SPE_1_Segment14	79727	C17H17O9N1S0
AO_high^SPE_1_Segment14	253839.6	C18H21O8N1S0
AO_high^SPE_1_Segment14	66816	C15H25O10N1S0
AO_high^SPE_1_Segment14	386960.2	C19H25O7N1S0
AO_high^SPE_1_Segment14	117744.8	C20H29O6N1S0
AO_high^SPE_1_Segment14	113999.3	C17H19O9N1S0
AO_high^SPE_1_Segment14	441967.9	C18H23O8N1S0
AO_high^SPE_1_Segment14	314224.5	C19H27O7N1S0
AO_high^SPE_1_Segment14	70470.8	C16H17O10N1S0
AO_high^SPE_1_Segment14	260175.4	C17H21O9N1S0
AO_high^SPE_1_Segment14	407952	C18H25O8N1S0
AO_high^SPE_1_Segment14	136688.5	C19H29O7N1S0
AO_high^SPE_1_Segment14	68830.3	C19H15O8N1S0
AO_high^SPE_1_Segment14	77246.6	C16H19O10N1S0
AO_high^SPE_1_Segment14	67350.9	C20H19O7N1S0
AO_high^SPE_1_Segment14	435887.2	C17H23O9N1S0
AO_high^SPE_1_Segment14	246447.8	C18H27O8N1S0
AO_high^SPE_1_Segment14	70024.4	C19H31O7N1S0
AO_high^SPE_1_Segment14	156366.3	C16H21O10N1S0
AO_high^SPE_1_Segment14	87110.5	C20H21O7N1S0
AO_high^SPE_1_Segment14	308046.8	C17H25O9N1S0
AO_high^SPE_1_Segment14	85343.1	C21H25O6N1S0
AO_high^SPE_1_Segment14	82047.4	C18H29O8N1S0
AO_high^SPE_1_Segment14	94285.4	C19H19O8N1S0
AO_high^SPE_1_Segment14	221677.8	C16H23O10N1S0
AO_high^SPE_1_Segment14	154734	C20H23O7N1S0
AO_high^SPE_1_Segment14	139118.3	C17H27O9N1S0
AO_high^SPE_1_Segment14	74574.6	C21H27O6N1S0
AO_high^SPE_1_Segment14	72799.5	C19H35O7N1S0
AO_high^SPE_1_Segment14	87516.5	C15H21O11N1S0
AO_high^SPE_1_Segment14	172236.8	C19H21O8N1S0
AO_high^SPE_1_Segment14	148237.1	C16H25O10N1S0
AO_high^SPE_1_Segment14	244685.3	C20H25O7N1S0
AO_high^SPE_1_Segment14	83293.9	C21H29O6N1S0
AO_high^SPE_1_Segment14	105211.4	C18H19O9N1S0
AO_high^SPE_1_Segment14	363180	C19H23O8N1S0
AO_high^SPE_1_Segment14	75452.3	C16H27O10N1S0
AO_high^SPE_1_Segment14	308396.5	C20H27O7N1S0
AO_high^SPE_1_Segment14	68365.1	C21H31O6N1S0
AO_high^SPE_1_Segment14	74970.3	C14H21O12N1S0
AO_high^SPE_1_Segment14	219786.5	C18H21O9N1S0
AO_high^SPE_1_Segment14	67514.9	C15H25O11N1S0
AO_high^SPE_1_Segment14	488651.1	C19H25O8N1S0
AO_high^SPE_1_Segment14	197451.7	C20H29O7N1S0
AO_high^SPE_1_Segment14	89593	C17H19O10N1S0
AO_high^SPE_1_Segment14	472553.6	C18H23O9N1S0
AO_high^SPE_1_Segment14	326634.2	C19H27O8N1S0
AO_high^SPE_1_Segment14	70234.7	C20H31O7N1S0
AO_high^SPE_1_Segment14	73319.8	C20H17O8N1S0
AO_high^SPE_1_Segment14	197288.1	C17H21O10N1S0
AO_high^SPE_1_Segment14	501384.7	C18H25O9N1S0
AO_high^SPE_1_Segment14	160073.2	C19H29O8N1S0
AO_high^SPE_1_Segment14	79142.8	C20H19O8N1S0
AO_high^SPE_1_Segment14	337831.1	C17H23O10N1S0
AO_high^SPE_1_Segment14	99367.4	C21H23O7N1S0
AO_high^SPE_1_Segment14	320039.7	C18H27O9N1S0
AO_high^SPE_1_Segment14	67013.3	C19H17O9N1S0
AO_high^SPE_1_Segment14	94485.6	C16H21O11N1S0
AO_high^SPE_1_Segment14	94309.9	C20H21O8N1S0
AO_high^SPE_1_Segment14	267206.2	C17H25O10N1S0
AO_high^SPE_1_Segment14	170982.4	C21H25O7N1S0
AO_high^SPE_1_Segment14	121318.7	C18H29O9N1S0
AO_high^SPE_1_Segment14	78676.4	C19H19O9N1S0
AO_high^SPE_1_Segment14	136420.7	C16H23O11N1S0
AO_high^SPE_1_Segment14	204581	C20H23O8N1S0
AO_high^SPE_1_Segment14	160037.3	C17H27O10N1S0
AO_high^SPE_1_Segment14	165893.5	C21H27O7N1S0
AO_high^SPE_1_Segment14	182371.6	C19H21O9N1S0
AO_high^SPE_1_Segment14	93635.9	C16H25O11N1S0
AO_high^SPE_1_Segment14	344836.1	C20H25O8N1S0
AO_high^SPE_1_Segment14	186308.7	C21H29O7N1S0
AO_high^SPE_1_Segment14	77314.2	C18H19O10N1S0
AO_high^SPE_1_Segment14	321698.8	C19H23O9N1S0
AO_high^SPE_1_Segment14	69655.1	C16H27O11N1S0
AO_high^SPE_1_Segment14	470947.3	C20H27O8N1S0
AO_high^SPE_1_Segment14	112195.9	C21H31O7N1S0
AO_high^SPE_1_Segment14	175073.5	C18H21O10N1S0
AO_high^SPE_1_Segment14	577346.1	C19H25O9N1S0
AO_high^SPE_1_Segment14	239618.6	C20H29O8N1S0
AO_high^SPE_1_Segment14	72192.5	C21H19O8N1S0
AO_high^SPE_1_Segment14	344224.8	C18H23O10N1S0
AO_high^SPE_1_Segment14	492641.4	C19H27O9N1S0
AO_high^SPE_1_Segment14	99073.9	C20H31O8N1S0
AO_high^SPE_1_Segment14	71803.3	C20H17O9N1S0
AO_high^SPE_1_Segment14	112175.6	C17H21O11N1S0
AO_high^SPE_1_Segment14	72711.8	C21H21O8N1S0
AO_high^SPE_1_Segment14	449664.2	C18H25O10N1S0
AO_high^SPE_1_Segment14	73336.4	C22H25O7N1S0
AO_high^SPE_1_Segment14	222592.7	C19H29O9N1S0
AO_high^SPE_1_Segment14	196575	C17H23O11N1S0
AO_high^SPE_1_Segment14	128639.2	C21H23O8N1S0
AO_high^SPE_1_Segment14	336031.6	C18H27O10N1S0
AO_high^SPE_1_Segment14	130559.8	C22H27O7N1S0
AO_high^SPE_1_Segment14	70672.1	C19H31O9N1S0
AO_high^SPE_1_Segment14	103726.1	C20H21O9N1S0
AO_high^SPE_1_Segment14	158558.4	C17H25O11N1S0
AO_high^SPE_1_Segment14	193790.7	C21H25O8N1S0
AO_high^SPE_1_Segment14	131359	C18H29O10N1S0
AO_high^SPE_1_Segment14	141247.3	C22H29O7N1S0
AO_high^SPE_1_Segment14	85213	C19H19O10N1S0
AO_high^SPE_1_Segment14	214365.6	C20H23O9N1S0
AO_high^SPE_1_Segment14	97229.9	C17H27O11N1S0
AO_high^SPE_1_Segment14	313118.2	C21H27O8N1S0
AO_high^SPE_1_Segment14	95966.7	C22H31O7N1S0
AO_high^SPE_1_Segment14	134364.5	C19H21O10N1S0
AO_high^SPE_1_Segment14	439677.1	C20H25O9N1S0
AO_high^SPE_1_Segment14	278717.7	C21H29O8N1S0
AO_high^SPE_1_Segment14	85438.2	C22H33O7N1S0
AO_high^SPE_1_Segment14	319644	C19H23O10N1S0
AO_high^SPE_1_Segment14	514204.6	C20H27O9N1S0
AO_high^SPE_1_Segment14	140157.2	C21H31O8N1S0
AO_high^SPE_1_Segment14	105595	C18H21O11N1S0
AO_high^SPE_1_Segment14	459195.6	C19H25O10N1S0
AO_high^SPE_1_Segment14	340284.1	C20H29O9N1S0
AO_high^SPE_1_Segment14	66524.7	C21H33O8N1S0
AO_high^SPE_1_Segment14	69746.2	C21H19O9N1S0
AO_high^SPE_1_Segment14	203418.5	C18H23O11N1S0
AO_high^SPE_1_Segment14	73834.8	C22H23O8N1S0
AO_high^SPE_1_Segment14	480859.1	C19H27O10N1S0
AO_high^SPE_1_Segment14	131643.7	C20H31O9N1S0
AO_high^SPE_1_Segment14	85129.5	C17H21O12N1S0
AO_high^SPE_1_Segment14	82489.8	C21H21O9N1S0
AO_high^SPE_1_Segment14	267322.1	C18H25O11N1S0
AO_high^SPE_1_Segment14	97338.3	C22H25O8N1S0
AO_high^SPE_1_Segment14	251642.7	C19H29O10N1S0
AO_high^SPE_1_Segment14	94970.9	C23H29O7N1S0
AO_high^SPE_1_Segment14	83065.1	C17H23O12N1S0
AO_high^SPE_1_Segment14	141017.3	C21H23O9N1S0
AO_high^SPE_1_Segment14	183513.6	C18H27O11N1S0
AO_high^SPE_1_Segment14	196121.9	C22H27O8N1S0
AO_high^SPE_1_Segment14	98170.2	C19H31O10N1S0
AO_high^SPE_1_Segment14	70634.5	C23H31O7N1S0
AO_high^SPE_1_Segment14	105160.3	C20H21O10N1S0
AO_high^SPE_1_Segment14	77120.6	C17H25O12N1S0
AO_high^SPE_1_Segment14	245048.9	C21H25O9N1S0
AO_high^SPE_1_Segment14	82169.2	C18H29O11N1S0
AO_high^SPE_1_Segment14	239929.4	C22H29O8N1S0
AO_high^SPE_1_Segment14	193431.9	C20H23O10N1S0
AO_high^SPE_1_Segment14	74520.2	C17H27O12N1S0
AO_high^SPE_1_Segment14	414552.4	C21H27O9N1S0
AO_high^SPE_1_Segment14	186617	C22H31O8N1S0
AO_high^SPE_1_Segment14	100582.8	C19H21O11N1S0
AO_high^SPE_1_Segment14	422775.4	C20H25O10N1S0
AO_high^SPE_1_Segment14	361016	C21H29O9N1S0
AO_high^SPE_1_Segment14	105784.5	C22H33O8N1S0
AO_high^SPE_1_Segment14	189014.4	C19H23O11N1S0
AO_high^SPE_1_Segment14	561942.9	C20H27O10N1S0
AO_high^SPE_1_Segment14	167959.5	C21H31O9N1S0
AO_high^SPE_1_Segment14	77893.3	C18H21O12N1S0
AO_high^SPE_1_Segment14	297461.9	C19H25O11N1S0
AO_high^SPE_1_Segment14	353590.4	C20H29O10N1S0
AO_high^SPE_1_Segment14	72293	C22H23O9N1S0
AO_high^SPE_1_Segment14	298261.4	C19H27O11N1S0
AO_high^SPE_1_Segment14	101237.6	C23H27O8N1S0
AO_high^SPE_1_Segment14	177302	C20H31O10N1S0
AO_high^SPE_1_Segment14	67838.2	C24H31O7N1S0
AO_high^SPE_1_Segment14	80052	C21H21O10N1S0
AO_high^SPE_1_Segment14	141780.3	C18H25O12N1S0
AO_high^SPE_1_Segment14	171444.5	C22H25O9N1S0
AO_high^SPE_1_Segment14	179348.8	C19H29O11N1S0
AO_high^SPE_1_Segment14	151125.1	C23H29O8N1S0
AO_high^SPE_1_Segment14	72402.8	C20H19O11N1S0
AO_high^SPE_1_Segment14	132243.4	C21H23O10N1S0
AO_high^SPE_1_Segment14	100995.7	C18H27O12N1S0
AO_high^SPE_1_Segment14	266324	C22H27O9N1S0
AO_high^SPE_1_Segment14	81244.3	C19H31O11N1S0
AO_high^SPE_1_Segment14	124372.5	C23H31O8N1S0
AO_high^SPE_1_Segment14	83970.2	C20H21O11N1S0
AO_high^SPE_1_Segment14	254578.8	C21H25O10N1S0
AO_high^SPE_1_Segment14	73131.1	C18H29O12N1S0
AO_high^SPE_1_Segment14	321267.4	C22H29O9N1S0
AO_high^SPE_1_Segment14	101459.9	C23H33O8N1S0
AO_high^SPE_1_Segment14	168305.6	C20H23O11N1S0
AO_high^SPE_1_Segment14	436050.2	C21H27O10N1S0
AO_high^SPE_1_Segment14	255378.7	C22H31O9N1S0
AO_high^SPE_1_Segment14	312368.9	C20H25O11N1S0
AO_high^SPE_1_Segment14	70201.3	C17H29O13N1S0
AO_high^SPE_1_Segment14	359345.5	C21H29O10N1S0
AO_high^SPE_1_Segment14	126802	C22H33O9N1S0
AO_high^SPE_1_Segment14	92895.6	C19H23O12N1S0
AO_high^SPE_1_Segment14	346192.2	C20H27O11N1S0
AO_high^SPE_1_Segment14	200528.8	C21H31O10N1S0
AO_high^SPE_1_Segment14	155950.9	C19H25O12N1S0
AO_high^SPE_1_Segment14	98031.1	C23H25O9N1S0
AO_high^SPE_1_Segment14	285359.4	C20H29O11N1S0
AO_high^SPE_1_Segment14	94879.7	C24H29O8N1S0
AO_high^SPE_1_Segment14	160334	C19H27O12N1S0
AO_high^SPE_1_Segment14	159630.3	C23H27O9N1S0
AO_high^SPE_1_Segment14	122190.6	C20H31O11N1S0
AO_high^SPE_1_Segment14	108350.8	C24H31O8N1S0
AO_high^SPE_1_Segment14	67836.2	C21H21O11N1S0
AO_high^SPE_1_Segment14	69044.6	C18H25O13N1S0
AO_high^SPE_1_Segment14	130572.8	C22H25O10N1S0
AO_high^SPE_1_Segment14	102813.1	C19H29O12N1S0
AO_high^SPE_1_Segment14	216685.4	C23H29O9N1S0
AO_high^SPE_1_Segment14	86891.3	C21H23O11N1S0
AO_high^SPE_1_Segment14	303883.8	C22H27O10N1S0
AO_high^SPE_1_Segment14	230924.4	C23H31O9N1S0
AO_high^SPE_1_Segment14	93421	C24H35O8N1S0
AO_high^SPE_1_Segment14	67665.7	C20H21O12N1S0
AO_high^SPE_1_Segment14	207466.3	C21H25O11N1S0
AO_high^SPE_1_Segment14	405034.8	C22H29O10N1S0
AO_high^SPE_1_Segment14	163179.4	C23H33O9N1S0
AO_high^SPE_1_Segment14	99640.6	C20H23O12N1S0
AO_high^SPE_1_Segment14	317897.2	C21H27O11N1S0
AO_high^SPE_1_Segment14	277321.8	C22H31O10N1S0
AO_high^SPE_1_Segment14	70394.3	C23H35O9N1S0
AO_high^SPE_1_Segment14	127015.5	C20H25O12N1S0
AO_high^SPE_1_Segment14	340456	C21H29O11N1S0
AO_high^SPE_1_Segment14	128904.6	C22H33O10N1S0
AO_high^SPE_1_Segment14	69109.7	C19H23O13N1S0
AO_high^SPE_1_Segment14	199238.2	C20H27O12N1S0
AO_high^SPE_1_Segment14	82326.5	C24H27O9N1S0
AO_high^SPE_1_Segment14	214662.8	C21H31O11N1S0
AO_high^SPE_1_Segment14	81143	C25H31O8N1S0
AO_high^SPE_1_Segment14	67479.3	C22H35O10N1S0
AO_high^SPE_1_Segment14	102788.6	C23H25O10N1S0
AO_high^SPE_1_Segment14	151428.9	C20H29O12N1S0
AO_high^SPE_1_Segment14	155173.1	C24H29O9N1S0
AO_high^SPE_1_Segment14	79581.5	C21H33O11N1S0
AO_high^SPE_1_Segment14	70061.7	C25H33O8N1S0
AO_high^SPE_1_Segment14	70539	C19H27O13N1S0
AO_high^SPE_1_Segment14	170115.2	C23H27O10N1S0
AO_high^SPE_1_Segment14	184931.7	C24H31O9N1S0
AO_high^SPE_1_Segment14	116673.2	C22H25O11N1S0
AO_high^SPE_1_Segment14	226337.7	C23H29O10N1S0
AO_high^SPE_1_Segment14	131778.3	C24H33O9N1S0
AO_high^SPE_1_Segment14	77143	C21H23O12N1S0
AO_high^SPE_1_Segment14	197151.6	C22H27O11N1S0
AO_high^SPE_1_Segment14	306432.2	C23H31O10N1S0
AO_high^SPE_1_Segment14	97056.7	C24H35O9N1S0
AO_high^SPE_1_Segment14	160669.4	C21H25O12N1S0
AO_high^SPE_1_Segment14	70989.6	C25H25O9N1S0
AO_high^SPE_1_Segment14	288413.9	C22H29O11N1S0
AO_high^SPE_1_Segment14	174174.5	C23H33O10N1S0
AO_high^SPE_1_Segment14	218939.6	C21H27O12N1S0
AO_high^SPE_1_Segment14	245116.2	C22H31O11N1S0
AO_high^SPE_1_Segment14	68660.7	C23H35O10N1S0
AO_high^SPE_1_Segment14	67449.3	C20H25O13N1S0
AO_high^SPE_1_Segment14	70009.5	C24H25O10N1S0
AO_high^SPE_1_Segment14	193881.8	C21H29O12N1S0
AO_high^SPE_1_Segment14	82802	C25H29O9N1S0
AO_high^SPE_1_Segment14	137530.3	C22H33O11N1S0
AO_high^SPE_1_Segment14	95687.3	C20H27O13N1S0
AO_high^SPE_1_Segment14	90399.5	C24H27O10N1S0
AO_high^SPE_1_Segment14	141975.8	C21H31O12N1S0
AO_high^SPE_1_Segment14	92456.1	C25H31O9N1S0
AO_high^SPE_1_Segment14	93909	C23H25O11N1S0
AO_high^SPE_1_Segment14	131093.5	C24H29O10N1S0
AO_high^SPE_1_Segment14	80453.8	C21H33O12N1S0
AO_high^SPE_1_Segment14	121046	C25H33O9N1S0
AO_high^SPE_1_Segment14	136306.8	C23H27O11N1S0
AO_high^SPE_1_Segment14	78491.1	C20H31O13N1S0
AO_high^SPE_1_Segment14	184403.3	C24H31O10N1S0
AO_high^SPE_1_Segment14	100048	C22H25O12N1S0
AO_high^SPE_1_Segment14	256144.5	C23H29O11N1S0
AO_high^SPE_1_Segment14	156465.1	C24H33O10N1S0
AO_high^SPE_1_Segment14	67905.6	C25H37O9N1S0
AO_high^SPE_1_Segment14	175149.6	C22H27O12N1S0
AO_high^SPE_1_Segment14	315310.2	C23H31O11N1S0
AO_high^SPE_1_Segment14	108302.7	C24H35O10N1S0
AO_high^SPE_1_Segment14	201675.2	C22H29O12N1S0
AO_high^SPE_1_Segment14	182603.7	C23H33O11N1S0
AO_high^SPE_1_Segment14	74812.2	C24H37O10N1S0
AO_high^SPE_1_Segment14	72680.3	C25H27O10N1S0
AO_high^SPE_1_Segment14	215656.6	C22H31O12N1S0
AO_high^SPE_1_Segment14	73760.8	C26H31O9N1S0
AO_high^SPE_1_Segment14	68825.1	C23H35O11N1S0
AO_high^SPE_1_Segment14	95173.3	C21H29O13N1S0
AO_high^SPE_1_Segment14	100549.5	C25H29O10N1S0
AO_high^SPE_1_Segment14	75478.1	C26H33O9N1S0
AO_high^SPE_1_Segment14	103778.2	C24H27O11N1S0
AO_high^SPE_1_Segment14	126434.7	C25H31O10N1S0
AO_high^SPE_1_Segment14	74099	C22H35O12N1S0
AO_high^SPE_1_Segment14	90307.2	C26H35O9N1S0
AO_high^SPE_1_Segment14	151263.2	C24H29O11N1S0
AO_high^SPE_1_Segment14	171167.7	C25H33O10N1S0
AO_high^SPE_1_Segment14	68032.3	C26H37O9N1S0
AO_high^SPE_1_Segment14	105819.6	C23H27O12N1S0
AO_high^SPE_1_Segment14	180892.1	C24H31O11N1S0
AO_high^SPE_1_Segment14	104316.6	C25H35O10N1S0
AO_high^SPE_1_Segment14	75959.9	C22H25O13N1S0
AO_high^SPE_1_Segment14	150072.4	C23H29O12N1S0
AO_high^SPE_1_Segment14	181560.9	C24H33O11N1S0
AO_high^SPE_1_Segment14	80393.4	C25H37O10N1S0
AO_high^SPE_1_Segment14	98532.5	C22H27O13N1S0
AO_high^SPE_1_Segment14	183701	C23H31O12N1S0
AO_high^SPE_1_Segment14	142517.5	C24H35O11N1S0
AO_high^SPE_1_Segment14	121457	C22H29O13N1S0
AO_high^SPE_1_Segment14	76817.2	C26H29O10N1S0
AO_high^SPE_1_Segment14	138641.5	C23H33O12N1S0
AO_high^SPE_1_Segment14	72609.7	C27H33O9N1S0
AO_high^SPE_1_Segment14	109117.4	C22H31O13N1S0
AO_high^SPE_1_Segment14	71781.6	C26H31O10N1S0
AO_high^SPE_1_Segment14	109645.9	C23H35O12N1S0
AO_high^SPE_1_Segment14	73608.8	C24H25O12N1S0
AO_high^SPE_1_Segment14	115625.3	C25H29O11N1S0
AO_high^SPE_1_Segment14	71865.6	C22H33O13N1S0
AO_high^SPE_1_Segment14	125481.8	C26H33O10N1S0
AO_high^SPE_1_Segment14	91508.9	C24H27O12N1S0
AO_high^SPE_1_Segment14	164837.4	C25H31O11N1S0
AO_high^SPE_1_Segment14	94453.9	C26H35O10N1S0
AO_high^SPE_1_Segment14	154048.8	C24H29O12N1S0
AO_high^SPE_1_Segment14	178113.3	C25H33O11N1S0
AO_high^SPE_1_Segment14	84321.8	C26H37O10N1S0
AO_high^SPE_1_Segment14	82460.1	C23H27O13N1S0
AO_high^SPE_1_Segment14	162940.6	C24H31O12N1S0
AO_high^SPE_1_Segment14	153149.2	C25H35O11N1S0
AO_high^SPE_1_Segment14	81853.6	C26H39O10N1S0
AO_high^SPE_1_Segment14	124663.9	C23H29O13N1S0
AO_high^SPE_1_Segment14	163096.3	C24H33O12N1S0
AO_high^SPE_1_Segment14	79312.9	C25H37O11N1S0
AO_high^SPE_1_Segment14	129523.4	C23H31O13N1S0
AO_high^SPE_1_Segment14	119411.9	C24H35O12N1S0
AO_high^SPE_1_Segment14	74646.1	C25H25O12N1S0
AO_high^SPE_1_Segment14	72926.4	C22H29O14N1S0
AO_high^SPE_1_Segment14	69070.6	C26H29O11N1S0
AO_high^SPE_1_Segment14	90574.9	C23H33O13N1S0
AO_high^SPE_1_Segment14	93407.1	C27H33O10N1S0
AO_high^SPE_1_Segment14	72375.4	C24H37O12N1S0
AO_high^SPE_1_Segment14	107962	C26H31O11N1S0
AO_high^SPE_1_Segment14	89466.5	C27H35O10N1S0
AO_high^SPE_1_Segment14	103460.8	C25H29O12N1S0
AO_high^SPE_1_Segment14	126597.3	C26H33O11N1S0
AO_high^SPE_1_Segment14	68917.8	C27H37O10N1S0
AO_high^SPE_1_Segment14	146048	C25H31O12N1S0
AO_high^SPE_1_Segment14	122384.5	C26H35O11N1S0
AO_high^SPE_1_Segment14	100890.6	C24H29O13N1S0
AO_high^SPE_1_Segment14	181883.1	C25H33O12N1S0
AO_high^SPE_1_Segment14	106379.5	C26H37O11N1S0
AO_high^SPE_1_Segment14	121013.6	C24H31O13N1S0
AO_high^SPE_1_Segment14	116438.1	C25H35O12N1S0
AO_high^SPE_1_Segment14	77702.6	C26H39O11N1S0
AO_high^SPE_1_Segment14	126096.5	C24H33O13N1S0
AO_high^SPE_1_Segment14	85745	C25H37O12N1S0
AO_high^SPE_1_Segment14	68378.7	C26H27O12N1S0
AO_high^SPE_1_Segment14	89466.9	C23H31O14N1S0
AO_high^SPE_1_Segment14	82667.1	C27H31O11N1S0
AO_high^SPE_1_Segment14	69371.9	C25H39O12N1S0
AO_high^SPE_1_Segment14	77173.5	C26H29O12N1S0
AO_high^SPE_1_Segment14	93862	C27H33O11N1S0
AO_high^SPE_1_Segment14	83456.2	C26H31O12N1S0
AO_high^SPE_1_Segment14	98832.7	C27H35O11N1S0
AO_high^SPE_1_Segment14	133083	C26H33O12N1S0
AO_high^SPE_1_Segment14	114587.4	C27H37O11N1S0
AO_high^SPE_1_Segment14	107013.2	C25H31O13N1S0
AO_high^SPE_1_Segment14	141077.6	C26H35O12N1S0
AO_high^SPE_1_Segment14	74095.3	C24H29O14N1S0
AO_high^SPE_1_Segment14	88688.3	C26H37O12N1S0
AO_high^SPE_1_Segment14	93530.4	C25H35O13N1S0
AO_high^SPE_1_Segment14	70428.5	C24H33O14N1S0
AO_high^SPE_1_Segment14	80342.8	C27H31O12N1S0
AO_high^SPE_1_Segment14	71367.3	C28H35O11N1S0
AO_high^SPE_1_Segment14	118073.4	C27H33O12N1S0
AO_high^SPE_1_Segment14	91705.8	C28H37O11N1S0
AO_high^SPE_1_Segment14	136435.9	C27H35O12N1S0
AO_high^SPE_1_Segment14	74220.4	C28H39O11N1S0
AO_high^SPE_1_Segment14	91342	C26H33O13N1S0
AO_high^SPE_1_Segment14	93358.5	C27H37O12N1S0
AO_high^SPE_1_Segment14	79432.1	C25H31O14N1S0
AO_high^SPE_1_Segment14	114728.5	C26H35O13N1S0
AO_high^SPE_1_Segment14	80553	C27H39O12N1S0
AO_high^SPE_1_Segment14	68882.4	C28H29O12N1S0
AO_high^SPE_1_Segment14	112770.6	C25H33O14N1S0
AO_high^SPE_1_Segment14	86243.1	C26H37O13N1S0
AO_high^SPE_1_Segment14	82893.7	C26H39O13N1S0
AO_high^SPE_1_Segment14	74344	C29H37O11N1S0
AO_high^SPE_1_Segment14	74353.7	C27H31O13N1S0
AO_high^SPE_1_Segment14	91250.2	C28H35O12N1S0
